ANO,REGIAO,UF,MUNICIPIO,AREA,DEPENDENCIA_ADM,LOCALIZACAO,NOTA_LP,NOTA_MT,SEXO,RACA_COR,IDADE,COMPUTADOR,MORA_MÃE,MORA_PAI,REUNIÕES_ESCOLARES,USO_TEMPO_TELAS,AFAZERES_DOM,BIBLIOTECA
2017,3,35,3550308,1,3,1,194.742049,161.033819,A,C,D,B,A,A,A,A,E,C
2017,2,21,2103307,2,3,1,291.498941,309.405928,B,C,D,B,A,A,C,D,A,A
2017,2,21,2111805,2,3,1,228.666283,232.193359,B,D,D,B,A,A,C,B,A,C
2017,3,33,3305109,2,3,1,237.351145,234.647703,B,A,D,A,A,A,B,A,E,C
2017,1,15,1506807,2,3,1,245.204704,265.833331,B,C,D,B,A,A,C,D,E,C
2017,1,15,1502103,2,3,2,140.209591,172.54367,A,A,D,A,A,A,C,A,D,C
2017,2,22,2211001,1,3,1,282.029328,279.940107,A,A,C,A,A,A,C,D,C,A
2017,4,42,4202305,2,3,1,245.484083,249.766969,A,B,D,B,B,A,A,B,A,A
2017,3,35,3550308,1,2,1,318.242857,298.259544,A,A,D,C,A,A,A,D,B,B
2017,3,31,3101706,2,3,2,120.261387,133.521491,A,F,C,B,A,A,A,A,A,A
2017,4,43,4307906,2,3,1,223.254792,199.038478,B,C,C,C,A,A,C,B,A,C
2017,2,22,2203909,2,3,1,277.855235,264.595763,B,C,D,A,A,A,A,D,A,B
2017,3,31,3106200,1,2,1,327.107599,312.88869,B,C,D, , ,A, ,B,A,C
2017,3,33,3304557,1,3,1,172.398329,204.058671,A,A,D,A,A,C,B,D,D,B
2017,3,32,3204906,2,3,1,264.779872,266.596485,B,C,D,B,A,A,A,A, ,C
2017,3,33,3303302,2,3,1,224.122182,191.208298,B,B,F,A,A,B,A,A,A,A
2017,1,17,1720309,2,2,1,199.900771,168.039978,A,C,B,A,A,A,A,A,A,B
2017,3,31,3106200,1,2,1,256.815685,274.358252,B,F,C,B,A,B,A,A,A,A
2017,4,41,4102901,2,3,1,239.032319,201.339677,A,A,C,A,A,A,B,C,A,A
2017,2,21,2102408,2,2,1,158.067003,173.416987,A,C,C,A,A, ,A,B,A,C
2017,4,43,4314605,2,2,1,222.509544,268.600057,A,C,C,C,A,A,A,B,C,B
2017,3,35,3515707,2,3,1,249.762303,197.880612,B,C,C,C,A,A,B,C,A,B
2017,4,43,4316907,2,3,1,251.320123,241.944335,A,C,D,B,A,A,A,E,B,C
2017,4,42,4213609,2,2,1,145.79413,146.240461,A,C,D,A,A,A, ,A, ,B
2017,1,13,1301902,2,3,2,190.822376,180.741733,B,C,D,A,A,A,A,C,A,B
2017,2,23,2307650,2,3,2,152.501637,146.87523,B,C,D,B,A,A,C,B,B,A
2017,2,27,2703007,2,3,1,150.398889,201.228395,A,A,C,A,A,B,A,A,E,A
2017,1,12,1200427,2,3,1,203.346806,205.19703,B,C,D,B,A,A,A,A,A,A
2017,3,33,3304557,1,3,1,189.396725,220.72934,A,A,G,B,A,A,B,A,B,B
2017,2,23,2301406,2,3,1,224.719449,236.918553,B,C,C,A,A,A,A,D,B,B
2017,2,25,2503209,2,3,1,205.351763,270.798246,B,C,D,B,A, ,C,D,E,A
2017,2,28,2800308,1,2,1,195.642384,179.166296,B,B,C,A,A,A,B,A,E,B
2017,3,35,3550308,1,2,1,181.81081,199.408708,A,B,C,A,A,B,A,D,B,B
2017,2,21,2109205,2,3,2,198.26863,159.217933,B,A,C,A,A,A,C,B,A,C
2017,3,35,3550308,1,3,1,301.295973,334.444964,A,A,D,B,A,A,A,B,A,B
2017,3,35,3535309,2,3,1,254.570686,223.684814,B,C,D,B,A,C,A,B,A,A
2017,2,26,2611101,2,3,1,283.282978,231.523825,A,A,C,C,C,A,A,B,E,C
2017,4,42,4208203,2,3,1,324.062699,294.366644,A,C,D,A,A,A,A,B,A,B
2017,4,41,4108403,2,3,1,243.437144,347.760864,B,A,C,B,A,A,A,C,A,A
2017,3,31,3169505,2,3,1,223.23843,247.591752,B,B,E,B, ,C, ,D,B,B
2017,4,43,4310108,2,2,1,244.436097,216.765233,B, ,D,A,B,B,A,E,A,B
2017,2,26,2605202,2,3,2,146.029434,192.389973,A,A,G,D,B,B,C,B,E,C
2017,2,29,2917102,2,3,1,198.585472,177.081791,B,C,D,A,A,A,A,B,D,C
2017,3,32,3201209,2,3,1,171.753296,164.760551,A,F,F,B,A,A,A,D,A,A
2017,4,42,4204202,2,3,1,220.592626,172.475649,B,B,D,B,A,A,B,B,B,B
2017,3,32,3202553,2,3,1,150.50621,235.367317,A,A,F,C,A,A,B,B,B,C
2017,2,25,2507507,1,3,1,208.254137,233.611068,B,C,E,A,A,A,C,D,E,B
2017,2,24,2408102,1,3,1,192.884686,230.187943,A,F,D,A,A,B,C,D,C,A
2017,3,31,3151206,2,3,1,262.591233,295.123202,A,F,D,B,A,A,A,D,E,C
2017,4,41,4125704,2,3,1,176.696714,254.086384,A,C,C,A,A,A,A,D,E,C
2017,3,35,3501905,2,3,1,288.139017,288.336029,B,C,C,B,A,B,B,A,B,A
2017,4,43,4312450,2,3,2,220.031004,236.202237,B,C,F,A,A, ,A,D, ,C
2017,4,43,4300109,2,3,2,225.776305,248.588815,B,A,B,A,A,A,A,C,B,B
2017,3,35,3515707,2,3,1,228.813878,241.90862,B,A,D,A,A,B,A,B,C,C
2017,3,31,3135100,2,3,1,190.09586,191.610108,B,E,D,B,A,A,B,C,A,B
2017,3,35,3502804,2,3,1,328.299158,311.554205,A,C,C,C,A,C,A,D,B,B
2017,3,31,3167202,2,3,2,241.313185,202.807689,A,E,D, ,A,C,A,D,A,B
2017,4,43,4301008,2,3,1,214.569103,156.077231,B,D,C,A,A,A,A,A,D,C
2017,2,29,2926103,2,3,1,176.26065,187.487434,A,C,D,B,A,A,C,B,C,C
2017,5,52,5201108,2,3,1,255.62914,238.196698,A,B,C,B,A,A,A,D,D,C
2017,2,27,2704302,1,3,1,263.373559,237.927074,B,A,D,B,A,B,A,B,B,A
2017,3,31,3160405,2,3,1,163.65336,177.510542,A,C,D,A,A,C,B,E,E,A
2017,2,21,2111300,1,3,2,177.177954,196.999358,B,A,B,A,A,C,C,A,D,C
2017,1,15,1501501,2,3,1,139.274161,222.897962,B,A,D,A,A,B,A,C,D,B
2017,3,31,3105608,2,3,2,195.435784,230.94126,B,C,D,A,B,A,A,A,B,A
2017,3,35,3508009,2,3,1,158.565598,235.292142,A,A,C,A,A,A,B,E,E,B
2017,4,41,4113205,2,3,1,256.67944,259.523758,A,F,C,B,A,C,A,D,D,B
2017,1,13,1302603,1,3,1,223.664632,195.95909,B,C,C,A,A,B,A,D,E,A
2017,4,43,4320008,2,3,1,217.650806,169.844853,A,B,E, ,A,A,A,D,E,C
2017,3,31,3141504,2,3,2,273.144697,325.107983,A,C,C,A,A,A,A,A,B,B
2017,2,23,2303709,2,3,1,179.23784,226.824957,A,D,F,B,A,A,B,D,E,B
2017,5,52,5208004,2,3,1,209.056406,208.052848,A,C,D,A,A,A,A,A,A,B
2017,3,35,3550308,1,2,1,229.510754,220.587541,B,A,D,D,A,A,A,D,C,B
2017,4,42,4215000,2,3,1,216.540509,184.696003,A,F,D,C,A,A,A,D,A,A
2017,2,21,2103000,2,3,1,186.026169,170.305573,B,A,D,A,A,A,A,B,A,C
2017,3,35,3550308,1,3,1,157.461197,187.450657,B,A,C,B,A,B,A,D,B,A
2017,2,21,2105104,2,3,1,180.558813,182.06286,B,C,D,B,A,B,A,D,A,C
2017,3,31,3146909,2,3,1,223.171767,247.98691,B,C,D,A,A,A,A,B,A,A
2017,3,33,3300456,2,3,1,256.845822,232.413296,B,A,G,A,A,C,B,B,B,A
2017,3,35,3513801,2,3,1,246.992263,244.494087,B,C,C,A,A,C,A,A,E,C
2017,2,29,2927408,1,3,1,304.083422,248.788183,B,B,E,B,B,B,A,D,D,B
2017,2,29,2918407,2,3,2,157.703607,184.777997,B,B,D,A,A,B,C,A,A,B
2017,3,31,3131307,2,3,1,247.676137,230.854962,A,C,D,B,A,A,A, ,A,A
2017,3,33,3304144,2,3,1,218.68612,255.708044,A,C,C,B,A,A,B,D,A,B
2017,3,35,3534401,2,3,1,180.051954,261.015692,A,A,D,B,A,A,A,C,D,C
2017,5,52,5218805,2,3,1,268.728523,273.227718,A,C,C,B,A,A,B,B,A,B
2017,3,35,3548807,2,3,1,264.779872,239.450922,A,A,C,B,A,B,A,B,E,A
2017,3,35,3530607,2,3,1,232.299359,214.109117,B,F,D,A,A,A,B,B,B,B
2017,2,25,2504603,2,3,2,175.400091,124.390305,B,E,E,A,A,B,A,B,D,A
2017,2,26,2608057,2,3,1,218.237329,188.476337,B,C,C,C,A,A,B,D,A,C
2017,1,15,1506138,2,3,1,264.347224,158.067166,B,A,D,B,A,B,B,D,D,C
2017,1,14,1400100,1,3,1,288.618109,258.642392,B,C,D,D,A,A,B,A,A,B
2017,5,52,5211909,2,3,1,228.763027,286.404334,B,C,C,A,A,B,C,A,C,C
2017,4,41,4122206,2,3,1,210.668438,194.851248,B,A,E,B,A,B,A,C,D,B
2017,2,21,2101400,2,3,1,229.184601,227.617846,B,C,D,A,A,A,C,A,A,C
2017,3,35,3545308,2,3,1,164.528463,168.886132,B,A,C,A,A,C,A,A,B,B
2017,3,35,3500709,2,3,1,219.808151,241.220194,B, ,D,A,A,A,B,B,C,A
2017,4,41,4121356,2,3,1,179.614789,238.547199,A,A,E,A,A,B,A,D,A,C
2017,2,21,2111300,1,3,1,141.222152,162.071236,B,B,D,A,B,A,A,D,A,C
2017,3,35,3550308,1,2,1,236.37748,225.67419,A,C,C,B,A,A,A,A,B,B
2017,3,33,3303500,2,3,1,222.795699,160.227013,B,A,E,B,A,B,A,B,B,B
2017,5,51,5107909,2,3,1,216.256393,273.511427,A,C,D,B,A,C,A,D,B,B
2017,2,22,2211407,2,3,1,161.937202,169.347858,A,A,D,A,A,B,A,A,A,C
2017,2,23,2303709,2,3,1,241.332192,213.030004,B,C,D,A,A,A,A,B,A,B
2017,1,16,1600303,1,3,1,276.979085,211.736264,B,C,C,A,A,B,B,E,A,B
2017,3,31,6308462,2,3,1,162.122701,158.389217,B,C,D,A,A,A,A,A, ,C
2017,1,15,1501402,1,3,1,156.08254,197.542408,A,C,E,A,B,A,A,A,D,C
2017,2,23,2308708,2,3,1,209.12081,177.863893,B,C,C,A,C,C,A,E,B,B
2017,5,52,5218805,2,3,1,217.841153,246.212608,A,F,E,A,A,A,C,D,A,B
2017,3,35,3513801,2,2,1,188.022807,216.145722,A,B,D,A,A,C,B,D,E,C
2017,2,26,2611606,1,3,1,253.272576,201.339006,B,C,E,A,A,B,B,A,B,B
2017,3,35,3515004,2,3,1,180.842599,158.639838,A,B,D,A,A,B,B,D,E,C
2017,1,15,1505106,2,3,1,212.572465,221.881001,B,C,D,B,A,A,C,D,A,C
2017,3,31,3144607,2,2,1,176.630712,205.522323,B,C,D,B,A,A,A,C,A,B
2017,5,51,5108402,2,3,1,195.049745,247.200897,A,A,E,A,A,A,A,A,B,B
2017,3,31,3123205,2,3,1,242.722693,289.850599,B,A,D,B,A,B,A,B,B,B
2017,3,33,3302858,2,3,1,239.606062,209.080988,B,A,C,D,A,B,C,D,B,B
2017,2,26,2600054,2,3,2,172.608676,202.862351,B,C,D,A,A, ,C,E,A,C
2017,1,15,1504703,2,3,1,144.02084,218.664677,A, ,C,A,A,B,C,A,A,A
2017,3,35,3550308,1,2,1,201.919943,220.999244,B,C,D,B,A,B,B,A,B,A
2017,3,35,3550308,1,2,1,175.160105,165.421422,B, ,C,A,A,A,B,D,B,C
2017,3,33,3305109,2,3,1,113.934134,122.838678,A,B,E,B,A,A,A,C,A,A
2017,2,23,2304400,1,3,1,221.90225,224.940939,B,D,D,B,A,A,A,B,B,A
2017,3,35,3552205,2,3,1,195.920551,247.508696,A,A,D,A,A,A,A,B,E,B
2017,3,31,3147204,2,3,1,208.796751,248.959046,B,F,C,B,A,A,A,A,A,B
2017,3,35,3546405,2,3,1,210.056296,186.750549,A,F,C,A,A,A,A,A,A,B
2017,2,29,2918605,2,3,1,174.147323,158.59233,B,A, ,A,A,A,A,E,D,C
2017,3,35,3550308,1,3,1,285.919856,251.474983,B,C,C,B,C,A,A,B,A,A
2017,2,23,2301109,2,3,1,126.744553,173.88503,A,C,C,B,B,B,A,A,E,B
2017,2,25,2513703,2,3,1,216.652789,262.760594,B,C,C,A,A,A,C,E,A,B
2017,2,27,2703106,2,3,2,137.786585,168.519087,A,C,C,A,A,A,B,A,E,B
2017,3,35,3550308,1,2,1,189.917909,263.998386,B,A,D,B,A,A,B,C,A,B
2017,2,23,2303659,2,3,2,232.166474,316.470494,B,C,D,B,A,A,B,A,A,C
2017,2,23,2307650,2,3,1,171.160216,173.050334,B, ,C,B,A,A,B,C,B,A
2017,3,35,3522406,2,3,1,181.500965,228.620275,A,C,C,A,A,B,B,D,D,B
2017,3,35,3505708,2,3,1,219.612184,219.853172,A,B, ,B,A,B,B,D,D,C
2017,3,35,3550308,1,3,1,230.290215,314.518119,B,C,D,B,A,A,A,B,B,B
2017,1,12,1200302,2,2,1,267.482311,308.913293,A,A,C,B,A,A,A,B,C,A
2017,3,31,3148004,2,3,1,269.170097,286.036842,A,C,C,A,A,A,A,E,B,A
2017,3,35,3513801,2,3,1,228.677962,261.284478,A,D,D,B,A,A,A,B,B,B
2017,3,31,3138708,2,3,1,228.414892,239.23311,A,A,C,C,A,A,A,D,A,A
2017,3,35,3522307,2,3,1,271.985918,238.10688,B,F,C,A,A,A,A,B,E,B
2017,4,42,4204202,2,2,1,214.961368,176.575631,B,F,D,A,C,A,C,C,B,C
2017,4,43,4312906,2,2,1,233.729473,209.750913,B,A,C,B,A,B,C,A,D,A
2017,4,41,4121703,2,3,2,234.270324,274.005795,B,C,C,A,A,A,A,B,B,A
2017,3,35,3548708,2,3,1,166.885026,180.023628,A,C,D,B,A,B,C,B,A,B
2017,1,13,1302603,1,3,1,233.349219,198.228542,B,C,C,B,A,B,A,A,D,A
2017,2,29,2911659,2,3,1,160.965189,174.595254,B,C,C,B,A,A,A,A,D,A
2017,4,43,4304606,2,3,1,146.391177,159.19334,B,A,D,C,A,A,C,E,C,C
2017,2,24,2414803,2,3,1,160.4434,136.54331,A,B,H,A,A,B,C,B,B,A
2017,3,31,3147105,2,3,1,269.867964,276.732782,B,A,C,B,A,A,A,C,A,A
2017,3,35,3525904,2,3,2,216.519353,288.476431,A,C,C,B,A,B,B,D,E,A
2017,3,35,3522109,2,3,1,256.265413,241.580085,B,F,C,B,A,A,A,A,B,C
2017,4,41,4105805,2,3,1,230.963125,209.022245,B,E,D,B,A,A,B,B,A,A
2017,2,25,2507507,1,3,1,223.734931,202.682322,A,C,D,B,A,A,C,A,A,A
2017,4,43,4306809,2,3,1,204.232431,239.967144,A,C,C,A,A,A,A,A,C,A
2017,2,24,2412005,2,3,2,99.542701,114.986757,A,E,F, ,A,A,A,A,A,A
2017,5,53,5300108,1,2,1,225.696475,188.794532,B,A,D,A,A,A,C,B,A,B
2017,2,26,2607901,2,3,2,155.799966,166.860147,B,F,D,A,B,A,A,C,A,A
2017,2,23,2304202,2,3,2,175.553747,192.229227,B,C,C,B,A,A,A,B,D,A
2017,3,35,3543907,2,3,1,280.871321,298.846581,B,A,D,C,A,C,A,B,A,B
2017,3,35,3530607,2,3,1,233.357703,219.245063,A,A,E,B,A,A,B,A,A,B
2017,3,31,3135100,2,3,1,153.170305,195.550014,A,A,C,B,A,B,B,D,B,A
2017,3,33,3303203,2,3,1,199.308958,174.591956,A,C,C,B,B,B,B,D,B,B
2017,2,26,2607901,2,3,1,192.225384,244.623981,B,E,D,A,A,A,B,B,C,B
2017,4,42,4216602,2,3,1,234.759443,292.859619,B,A,D,C,A,B,C,B,A,C
2017,1,15,1506807,2,3,1,194.88138,196.796972,B,C,D,A,A,A,C,C,D,C
2017,5,53,5300108,1,2,1,213.035855,199.65715,A,F,E,B,A,A,C,E,B,A
2017,3,35,3550308,1,2,1,221.160308,205.87506,B,B,D,A,A,B,C,B,E,B
2017,3,31,3122801,2,3,2,244.707982,273.958398,A,F,F,B,A,A,B,D,A,C
2017,2,23,2306306,2,3,1,187.7853,219.19884,A,A,C,A,A,B,A,B,D,B
2017,2,22,2211001,1,3,1,193.447189,203.991376,A,C,D,B,A,A,A,A,D,C
2017,3,35,3541208,2,3,1,153.069319,159.470119,B,A,E,C,A,A,C,A,A,A
2017,2,24,2408102,1,3,1,243.737127,211.010391,B, ,E,B,A,A,B,C,A,C
2017,4,43,4300406,2,2,1,259.850503,268.269062,B,A,D,D,A,A,A,B,C,C
2017,1,15,1503309,2,3,1,169.498105,181.04316,B,C,C, ,A,B, ,C, ,C
2017,3,35,3524402,2,3,1,249.43009,247.061166,A,A,D,C,A,A,B,E,D,B
2017,3,35,3551702,2,3,1,318.224896,272.010607,B,C,D,D,A,C,A,E,B,A
2017,1,13,1304062,2,2,1,147.669729,215.093381,A,C,D,B,A,B,C,A,A,A
2017,2,25,2502052,2,3,1,148.138849,211.299634,A,C, ,A,A,C,C,A,A,B
2017,3,31,3170008,2,2,1,188.744585,225.713818,A,C,C,B,A,A, ,A,B,B
2017,3,31,3146107,2,3,1,156.455577,176.934292,B,D,D,C,A,B,C,D,E,B
2017,2,29,2912707,2,3,2,123.861462,256.725899,A,C,C,A,B,B,A,A,E,C
2017,2,26,2602308,2,3,1,300.002546,212.970423,B,C,C,B,A,B,B,A,A,C
2017,3,35,3550308,1,2,1,212.923189,273.742822,A,C,D,B,A,A,A,A,B,C
2017,2,21,2101608,2,3,2,164.935272,160.582376,A,A,D,A,A,A,A,B,A,A
2017,2,21,2105963,2,3,1,163.157134,214.078265,A,A,C,A,A,A,A,A,A,B
2017,2,29,2922003,2,3,1,198.213812,167.266093,B,C,E,A,A,B,C,A,C,A
2017,2,29,2910800,2,3,2,161.263355,189.994093,A,C,C,A,A,B,C,A,A,A
2017,5,50,5002704,1,3,1,156.353985,138.641172,B,C,C, ,A,A,A,A,D,A
2017,5,51,5108402,2,2,1,198.666018,174.972247,A,C,D,B,A,B,A,D,A,B
2017,3,31,3165305,2,3,1,230.822912,200.087521,B,E,D,B,A,A,B,C,A,A
2017,2,24,2413300,2,2,1,158.863102,190.344147,A,A,E,A,A,A,C,B,A,A
2017,3,35,3550308,1,3,1,187.624702,215.515033,B,C,C,B,A,B,C,E,A,C
2017,2,29,2927408,1,3,1,102.594818,154.151405,B,B,G,A,A,B,A,E,B,C
2017,3,35,3510609,2,2,1,230.099371,197.185144,A,F,C,B,A,A,A,A,E,C
2017,2,21,2100477,2,3,2,164.022871,174.772544,B,C,C,A,A,A, , ,A,A
2017,1,13,1301209,2,2,1,201.819177,215.417892,B,C,D,A,A,B,A,C,A,A
2017,3,32,3205309,1,3,1,231.163665,251.349169,B,C,C,B,C,C,A,C,D,A
2017,2,26,2601706,2,3,2,209.66965,245.647593,A, ,D,B,A,A,B,B,A,B
2017,3,33,3302403,2,3,1,172.741671,166.54860300000001,B,C,D,B, ,B,B,D,D,A
2017,3,33,3304557,1,3,1,207.405589,186.686497,B,B,D,A,A,A,A,D,A,B
2017,3,35,3550308,1,2,1,278.545499,259.409234,B,A,D,C,A,A,A,B,A,B
2017,2,21,2100055,2,3,1,223.403655,238.265781,B,C,C,A,A,A,B,A,D,C
2017,2,21,2100907,2,3,1,225.221901,225.929842,A,C,C,C,A,B,A,A,B,B
2017,4,43,4304606,2,3,1,178.403506,216.224083,A,B,D,A,A,B,C,A,A,B
2017,2,23,2304400,1,3,1,231.916516,176.109768,B,C,D,B,B,C,C,D,B,B
2017,2,29,2905701,2,3,1,275.233893,265.236512,A,F,C,A,A,A,C,B,A,B
2017,1,15,1501402,1,2,1,244.889185,189.207017,B,F,C,A,C,C,A,D,A,B
2017,2,23,2308708,2,3,1,206.280748,180.783429,B,C,E,B,A,A,C,C,E,B
2017,5,51,5103403,1,3,1,183.702661,190.324584,B,C,D,A,A,A,B,A,B,B
2017,2,22,2208809,2,3,2,145.379387,195.874581,A,B,E,A, ,C,C,B,A,C
2017,2,25,2502607,2,3,1,158.800075,189.574286,B,C,D,B,A,A,A,B, ,A
2017,2,26,2603009,2,3,1,167.00199,214.12147,B,C,D,A,A,A,A,B,A,C
2017,3,35,3538006,2,3,1,224.68138,222.449538,B,C,D,A,A,A,B,E,A,B
2017,3,35,3550308,1,3,1,190.444711,200.863586,B,C,E,A,A,B,B,A,E,B
2017,5,50,5003702,2,3,1,106.505731,204.566452,B,F,E,A,A,A,C,E,D,A
2017,5,53,5300108,1,2,1,223.553178,262.048191,A,C,D,A,A,A,B, ,E,B
2017,3,35,3529401,2,2,1,165.458274,252.374011,B,B,C,A,A,B,A,B,A,C
2017,3,31,3106200,1,2,1,187.036416,220.646452,A,E,D,A,A,A,B,A,A,A
2017,3,35,3527108,2,2,1,267.961734,244.175054,A,F,C,B,A,A,B,D,A,B
2017,3,31,3130101,2,3,1,283.555029,248.33266,B,C,D,A,A,B,A,B,D,B
2017,3,35,3512704,2,3,1,256.347337,260.609522,B,A,C,B,A,B,C,C,B,B
2017,3,35,3554003,2,3,1,206.739455,279.440653,A,C,C,A,A,A,B,B,E,C
2017,2,21,2111300,1,3,2,150.410899,149.31303,A,C,E,A, ,B,C,D,D,C
2017,2,27,2704302,1,3,1,97.684512,174.204734,B, ,F,A,A,B,A,A,A,B
2017,5,50,5002704,1,3,1,285.248764,289.804656,B,A,D,B,A,A,A,B,E,C
2017,4,41,4120606,2,3,1,252.119142,311.220416,B,A,C,C,A,A,B,B,A,B
2017,3,35,3522406,2,3,1,183.553854,246.958883,A, ,D,A,A,A,B,D,B,B
2017,3,32,3201605,2,2,1,238.085705,215.22702,A,F,D,B,A,A,B,C,A,B
2017,4,42,4202008,2,3,1,267.820034,289.556214,B,A,C,B,A,C,C,D,D,B
2017,3,33,3301009,2,2,1,192.228469,221.131541,A,B,G,B,A,A,A,A,E,B
2017,4,43,4305439,2,3,1,229.384535,232.705501,B,A,C,B,A,A,A,B,D,B
2017,4,41,4101804,2,3,1,230.369108,209.040019,A, ,C,A,A,A,A,B,A,B
2017,5,52,5201405,2,3,1,152.409851,155.489356,A,D,D,B,A,B,A,B,A,C
2017,1,15,1503705,2,3,1,117.644176,143.32685,B,B,D,A,B,A,A,A,A,A
2017,5,52,5220686,2,3,1,204.969305,211.322661,A,B,E,A,C,B,A,A,D,C
2017,3,35,3524402,2,3,1,251.099914,250.485186,A,C,C,B,A,A,A,A,A,C
2017,3,35,3512001,2,3,1,269.211857,306.361193,A,C,C,A,A,B,A,D,A,C
2017,3,35,3541000,2,3,1,208.561447,248.059906,A,F,C,B,A,B,B,A,E,C
2017,3,32,3200607,2,3,2,241.686001,270.884656,A,C,D,B,A,B,B,B,B,A
2017,4,41,4106902,1,3,1,178.615395,199.173122,A,C,B,A,A,B,A,A,E,A
2017,3,35,3522604,2,2,1,266.086631,287.771684,B,A,D,C,A,A,A,D,A,C
2017,3,35,3507407,2,2,1,177.899071,220.89629,A,A,D,B,A,B, ,D,E,A
2017,1,13,1302603,1,3,1,195.340142,189.621906,B,C,D,A,A,B,C,A,D,C
2017,3,32,3205200,2,3,1,205.676428,214.465207,A,E,G,C,A,B,C,D,E,B
2017,1,13,1303908,2,3,2,127.074397,136.753577,B, ,C,A, ,A,A,A,A,B
2017,1,16,1600238,2,3,1,220.253526,189.847208,A,A,H,A,A,A,B,A,A,A
2017,3,35,3550308,1,2,1,187.49942,235.65153,A,C,E,A,A,A,A,A,D,A
2017,3,31,3106200,1,2,1,132.593154,215.271175,A,A,D, , ,C,A,C,E,B
2017,5,50,5002704,1,3,1,187.980771,181.784572,B,D,C,B,A,A,A,A,A,A
2017,3,35,3551009,2,3,1,189.053769,222.638957,A,C,G,A,A,A,A,B,A,B
2017,3,31,3134202,2,2,1,202.721771,193.931204,B,C,D,A,A,C,B,D,B,A
2017,1,15,1506351,2,3,1,212.348345,172.951963,A,A,D, ,B,B,A,C,D,A
2017,2,25,2516201,2,2,1,217.589432,198.601623,A,F,E,A,A, ,A,A,E,A
2017,5,50,5005707,2,3,1,208.268626,258.755909,B,C,D,C,A,A,A,B,C,B
2017,3,35,3548500,2,3,1,286.582464,270.697193,B,E,C,B,A,A,A,D,A,C
2017,5,51,5105903,2,3,2,141.442361,150.339045,A,C,C,A,B,C,A,D,B,A
2017,4,42,4201307,2,3,1,208.727719,245.48489,A,C,D,A,A,C,B,D,A,B
2017,2,26,2601706,2,3,2,196.612193,191.812438,B,C,C,A,A,A,A,D,C,A
2017,3,35,3526209,2,3,2,239.058378,270.144585,B,A,E,A,A,A,B,A,A,A
2017,3,35,3550308,1,2,1,228.262503,270.103169,A,A,D,A,A,A,A,E,E,C
2017,2,29,2927408,1,3,1,175.59986,194.945203,B, ,D,A,A,B,A,C,A,B
2017,3,35,3526704,2,3,1,202.430438,218.619069,B,A,D,C, ,A,B,D,B,C
2017,2,24,2402600,2,3,1,208.951123,152.982752,B, ,D,B,A,B,A,B,A,A
2017,1,15,1501709,2,2,1,235.774869,178.822111,A,C,D,A,A,B,A,A,D,A
