ANO,REGIAO,UF,MUNICIPIO,AREA,DEPENDENCIA_ADM,LOCALIZACAO,NOTA_LP,NOTA_MT,SEXO,RACA_COR,IDADE,COMPUTADOR,MORA_MÃE,MORA_PAI,REUNIÕES_ESCOLARES,USO_TEMPO_TELAS,AFAZERES_DOM,BIBLIOTECA
2017,2,21,2102804,2,3,1,193.301798,195.510386,B,C,D,A,A,A,A,A,E,C
2017,4,41,4103701,2,3,1,259.698005,332.864273,A,C,C,A,A,A,A,C,B,A
2017,2,22,2207751,2,3,1,137.577671,162.881563,B,A,D,B,A,B,C,A,C,A
2017,3,31,3170206,2,3,1,224.553453,258.982552,B,C,C,A,A,A,A,C,A,A
2017,3,33,3304557,1,3,1,218.86016,247.602539,A,A,D,B,A,A,A,D,A,B
2017,2,23,2303956,2,3,1,316.425988,295.889654,B,C,D,A,A,A,A,B,A,B
2017,3,35,3538006,2,3,1,275.970105,255.990804,A,A,C,B,A,A,A,D,B,A
2017,2,26,2615607,2,3,1,193.88711,235.011171,B,C,D,A,A,B,A,E,A,B
2017,2,23,2304400,1,3,1,229.129948,200.405492,B,C,E,A,A,A,B,D,E,C
2017,3,31,3106200,1,2,1,246.387283,253.258228,B,A,C,A,A,A,B,A,B,B
2017,4,41,4119905,2,3,1,275.044812,272.920422,B,C,C,A,A,A,A,B,A,A
2017,2,26,2603900,2,3,2,302.169644,322.594393,A,C,B,A,A,A,A,D,B,B
2017,3,35,3537107,2,3,1,278.473217,264.521258,B,C,C,A,A,A,B,B,B,B
2017,3,33,3304557,1,3,1,172.405381,180.782423,B,B,D,A,A,A,A,A,A,A
2017,4,41,4107207,2,3,1,278.429363,217.780014,B,C,D,C,A,A,A,B,C,A
2017,4,43,4305108,2,3,1,145.437456,160.283129,A,C,E,E,A,B,C,B,C,C
2017,1,14,1400472,2,3,1,189.063686,180.083042,B,A,C,D,B,A,C,A,E,B
2017,3,35,3539806,2,3,1,233.253742,268.588487,B,C,C,D,A,A,A,D,A,B
2017,3,35,3550308,1,3,1,219.535715,242.172879,A,C,C,A,A,A,B,D,A,B
2017,3,32,3201209,2,2,1,233.773437,176.644099,B,C,D,D,A,A,B,D,B,B
2017,3,33,3304557,1,3,1,209.532964,216.75003,B,C,D,B,A,C,B,E,E,A
2017,3,33,3304128,2,3,1,203.361626,192.844769,B,B,E,A,C,A,B,D,A,A
2017,3,35,3518701,2,2,1,233.346519,234.855567,B,C,C,B,A,A,A,A,A,B
2017,3,35,3549102,2,3,1,239.507775,248.313378,A, ,D,C,A,A,B,D,E,B
2017,1,15,1503606,2,3,1,228.137772,188.788887,B,F,D,B,A,B,C,B,A,B
2017,2,24,2407708,2,3,1,214.444757,240.928101,B,C,C,A,A,A,A,A,B,A
2017,2,28,2806701,2,2,1,180.361634,192.822133,A,C,F,A,A,B,B,C,A,A
2017,2,22,2207504,2,3,1,247.171152,230.448736,B,C,C,A,A,B,C,D,A,C
2017,4,41,4109401,2,3,1,201.695988,242.187243,A,A,D,B,A,A,A,A,A,B
2017,3,35,3550308,1,3,1,302.169644,259.22451,A,A,D,A,A,A,B,D,E,A
2017,2,24,2414100,2,2,1,151.058136,145.175321,B,B,G,C,A,A,B,A,B,B
2017,2,22,2202059,2,3,1,151.619151,169.938361,A,C,D,B,C,C,A,A,D,A
2017,2,22,2207900,2,3,1,235.608983,279.253135,A,C,F,A,A,A,C,D,A,A
2017,3,35,3548708,2,3,1,282.751382,279.532093,A,C,C,A,A,B,B,D,E,B
2017,2,26,2611606,1,3,1,153.696447,226.968656,B,C,C,B,A,B,C,D,B,B
2017,2,23,2311900,2,3,1,140.039739,172.593079,A,C,D,A,A,B,B,E,A,B
2017,3,35,3550407,2,3,1,233.532073,278.188218,B,F,C,C,A,C,B,C,B,B
2017,2,26,2606507,2,3,1,221.72799,224.226467,A,C,D,A,A,B,B,B,A,B
2017,1,11,1100049,2,2,1,198.991235,148.316525,A,B,D,A,A,C,C,B,D,C
2017,3,35,3556503,2,3,1,218.004119,235.468147,B,C,D,C,A,B,B,D,A,A
2017,5,52,5204508,2,3,1,200.19552,201.036181,A,C,D,B,A,A,A,A,C,A
2017,4,43,4318002,2,3,1,234.293794,236.908269,B,A,C,B,A,A,A,D,A,C
2017,2,21,2104800,2,3,1,198.326974,163.213564,B,A,C,A,A,A,C,D,D,A
2017,3,31,3165305,2,3,1,245.124158,239.661301,A,C,D,C,A,A,A,D,B,A
2017,3,35,3554102,2,3,1,228.238152,221.678112,A,A,C,B,A,A,A,D,E,C
2017,1,15,1507607,2,3,1,205.951895,194.193339,B,B,D,A,A,C,A,C,C,C
2017,3,33,3304151,2,3,1,269.371243,309.047099,B,C,D,A,A,A,A,B,A,C
2017,3,35,3518800,2,3,1,228.19584,174.416063,B,C,C,B,A,A,A,D,C,B
2017,4,41,4121356,2,3,1,219.115132,240.200438,A,C,C,B,A,A,A,C,A,A
2017,1,17,1721000,1,3,1,256.719382,299.128446,A,F,D,A,A,A,A,B,E,C
2017,2,26,2605905,2,3,1,242.282773,163.546402,B,C,C,A,A,B,A,B,E,B
2017,1,13,1302603,1,3,1,269.750946,273.560613,A,C,D,B,A,A,A,B,A,C
2017,4,42,4218202,2,3,1,207.340964,214.718567,A,A,E,B,A,A,B,D,B,A
2017,3,35,3507605,2,3,2,188.562832,180.628104,A,B,C,B,B,A,B,A,A,B
2017,3,31,3131901,2,3,1,217.870077,276.279104,B,C,C,A,A,B,A,B,B,B
2017,4,43,4322400,2,2,1,170.661346,166.962821,A,A,D,A,A,A,A,A,A,A
2017,3,31,3157807,2,3,1,179.775551,214.614496,B,C,C,B,A,A,A,A,A,A
2017,3,35,3518800,2,3,1,214.632461,195.429342,B,A,D,C,A,B,A,A,E,A
2017,2,29,2929750,2,3,1,149.96613,134.925059,A,B,E,A,A,C,A,A,B,A
2017,3,31,3118304,2,3,1,215.436713,221.931975,A,C,E,B,A,A,A,B,A,A
2017,2,29,2918100,2,3,2,207.876802,248.158668,B,A,D,A,A,B,A,C,A,C
2017,2,29,2931350,2,3,1,118.954792,161.503705,B,A,D,A,A,A,A,A,D,A
2017,3,35,3501004,2,3,1,232.144217,216.25991,B,C,D,B,A,A,B,D,B,A
2017,5,53,5300108,1,2,1,212.492139,176.50448,B,C,E,B,A,A,C,E,A,B
2017,3,35,3546603,2,3,1,280.650011,296.144411,A,C,C,A,A,A,A,D,E,C
2017,3,33,3304557,1,3,1,211.442775,262.399697,B,B,C,B,A,A,A,B,E,B
2017,3,35,3509502,2,2,1,184.795107,188.536589,A,C,D,B,A,A,B,B,A,B
2017,3,35,3550308,1,2,1,231.033479,253.873211,B,C,C,A,A,A,A,B,A,C
2017,2,22,2211001,1,3,1,165.200767,203.190942,A,F,C,B,A,A,A,D,E,C
2017,3,35,3550308,1,2,1,263.400003,263.126801,A,A,D,B,A,A,B,B,A,B
2017,4,41,4105508,2,3,1,181.601841,251.147733,B,D,D,A,A,A,C,B,A,A
2017,5,52,5214002,2,3,1,296.460098,262.838117,B,A,D,A,A,A,C,A,C,A
2017,4,43,4317400,2,2,1,208.764081,184.721099,B,A,C,A,B,A,A,B,D,C
2017,2,21,2112001,2,3,2,154.855391,180.684052,B,A,C,B,A,A,A,D,A,C
2017,3,33,3303401,2,3,1,245.177764,166.37243,B,F,E,B,A,B,B,D,A,C
2017,2,24,2408102,1,3,1,187.541732,202.647389,A,F,F,B,A,A,A,D,A,A
2017,2,26,2603009,2,3,1,207.56839,189.857492,A,F,D,A,A,C,C,B,A,B
2017,4,43,4310330,2,3,1,181.954549,196.900373,B,A,C,A,A,A,C,B,A,B
2017,2,26,2604007,2,3,1,208.023075,258.322128,B,C,C,B,A,B,B,D,B,B
2017,1,17,1714880,2,3,1,168.616996,139.079089,B,C,E,A,B,B,B,D,D,A
2017,2,29,2928901,2,3,1,255.137266,267.370482,A,A,C,C,A,A,C,B,C,B
2017,3,35,3518701,2,3,1,185.431491,234.105157,A,A,C,A,A,A,C,D,D,C
2017,4,41,4113205,2,3,1,203.108747,198.93776,B,B,C,A,A,A,B,A,A,A
2017,2,29,2929370,2,3,1,160.277459,178.568304,A,C,D,A,A,B,A,B,C,A
2017,2,25,2504009,2,3,1,246.607877,223.246339,A,A,E,A,A,C,B,A,C,A
2017,4,41,4115200,2,3,1,217.574777,255.829945,A,C,E,B,A,B,B,D,A,B
2017,2,28,2800308,1,3,1,237.692008,266.422045,B,B,D,A,A,C,B,D,A,B
2017,3,35,3522406,2,3,1,216.008032,251.7986,A,A,D,B,A,C,C,B,B,B
2017,3,35,3500501,2,2,1,221.62794,275.28232,B,A,D,C,A,A,A,C,A,B
2017,3,31,3111804,2,2,1,288.044091,332.707551,A,A,D,B,A,C,A,D,A,B
2017,1,15,1505031,2,3,1,227.429988,231.347709,B,C,C,B,A,A,C,A,B,C
2017,2,27,2701001,2,3,1,196.282845,191.482338,B,A,D,A,A,A,B,B,D,B
2017,2,25,2507507,1,3,1,215.91553,251.012586,A,A,D,A,A,A,B,A,A,C
2017,2,29,2910404,2,3,2,194.672741,218.699498,A,A,D,B,A,A,A,E,A,C
2017,4,41,4105805,2,3,1,166.382575,189.976878,B,A,D,A,A,B,A,A,B,B
2017,3,35,3551009,2,3,1,194.424435,248.434943,B,A,C,B,A,A,B,B,B,C
2017,3,31,3135456,2,2,1,167.402959,154.01296,B,B,D,A,B,B,A,C,B,B
2017,3,35,3529401,2,2,1,286.03996,292.461051,B,C,D,B,A,C,B,C,A,B
2017,2,22,2205250,2,3,1,166.82525,176.81077,B,D,C,A,A,A,C,D,D,C
2017,2,22,2204352,2,3,1,154.997587,167.728266,A,C,F,A,B,B,C,B,C,C
2017,3,33,3304557,1,3,1,246.117436,199.906989,B,C,C,B,A,A,C,B,A,B
2017,2,21,2107506,2,3,2,202.924184,247.488463,A,C,C,B,A,A,C,A,E,C
2017,3,35,3517505,2,3,1,183.957854,201.451517,A,C,D,B,A,B,B,D,B,C
2017,3,35,3521705,2,2,2,159.249252,185.56865,A,D,D,A,A,A,A,B,B,B
2017,3,35,3534757,2,3,1,270.305075,267.918282,B,C,D,A,B,B,A,A,A,B
2017,3,35,3552205,2,2,1,200.800225,228.665715,A,F,C,D,A,B,A,D,D,A
2017,4,42,4217204,2,3,1,196.583765,241.310069,B,F,C,A,A,A,B,A,A,A
2017,2,22,2210631,2,3,2,318.242857,242.740521,A,C,F,A,A,A,C,A,A,A
2017,4,42,4205407,1,2,1,226.208403,179.898709,A,C,E,A,A,B,B,A,A,A
2017,4,41,4127858,2,3,1,250.93805,243.519325,A,A,C,B,A,A,A,C,A,C
2017,4,42,4208203,2,3,1,145.461807,226.719153,A,A,D,A,A,A,B,C,C,B
2017,3,33,3304557,1,3,1,270.697064,263.125236,B,C,C,B,A,A,A,C,A,A
2017,4,43,4322608,2,2,1,219.99602,224.258661,A,A,D,B,A,B,A,E,A,B
2017,2,29,2927408,1,3,1,134.053129,184.788058,A,B,D,A,A,A,A, , ,C
2017,4,43,4318804,2,3,1,227.935469,285.533588,B,A,C,B,A,A,A,A,A,A
2017,2,23,2307403,2,3,1,116.360942,168.107999,A,F,C,A,A,B,B,D,E,A
2017,2,23,2306405,2,3,1,160.78823,171.411794,A,A,C,B,A,B,A,D,D,B
2017,3,35,3509700,2,3,1,250.00846,251.438877,A,A,D,A,A,B,B,A,E,C
2017,5,50,5002407,2,3,1,245.331419,245.058488,A,C,C,D,A,A,A,A,A,B
2017,3,35,3507308,2,3,1,187.976749,191.585739,B,A,C,A,A, ,C,B,C,B
2017,3,35,3550308,1,3,1,244.582039,253.139177,B,E,D,B,A,A,A,A,B,B
2017,3,33,3304557,1,3,1,197.572195,209.92608,A,A,E,B,A,B,B,A,A,B
2017,2,23,2301901,2,3,1,203.154695,229.111289,B,C,D,B,A,B,B,A,B,B
2017,3,35,3501301,2,3,1,245.13143,243.752228,A,F,C,B,A,A,C,D,A,C
2017,3,35,3548807,2,3,1,320.236465,303.280073,A,A,C,D,A,A,A,D,B,C
2017,3,33,3300407,2,3,2,197.731249,201.410772,A,C,D,C,A,A,B,D,A,C
2017,1,13,1302603,1,2,1,244.062123,233.231727,B,C,C,A,A,A,C,A,A,C
2017,2,29,2921500,2,3,2,153.192948,206.656434,A,B,C,B,A,A,A,A,A,C
2017,5,51,5107958,2,2,1,208.950131,200.166161,B,C,D,A,A,A,A,D,C,B
2017,2,27,2709202,2,3,2,143.387817,183.312109,B,F,C,A,A,A,A,A,C,A
2017,2,26,2613909,2,3,1,316.425988,296.161626,A,C,D,A,A,A,A,C,E,B
2017,1,17,1717909,2,2,1,260.042118,247.756187,A,F,C,C,A,A,A,D,B,A
2017,2,25,2509404,2,3,1,297.216089,221.874238,B,C,C,A,A,B,A,B,A,C
2017,2,26,2613305,2,3,1,129.069769,149.666772,B,C,E,A,A,A,A,A,A,A
2017,3,35,3513801,2,2,1,331.154592,354.601694,A,A,D,B,A,A,A,C,A,B
2017,3,31,3106200,1,3,1,185.089636,261.813107,B,C,C,B,A,B,C,D,E,B
2017,1,13,1301605,2,3,1,144.954838,138.848142,A,B,G,A,A,A,A,A,A,A
2017,3,35,3516309,2,3,1,161.508135,168.722647,A,B,D,B,A,B,A,A,A,A
2017,2,26,2601904,2,3,1,187.901051,192.193624,B,C,D,A,A,A,A,A,B,B
2017,1,15,1503507,2,3,1,171.503834,187.197073,A,B,D,A,A,A,A,E,D,C
2017,1,13,1302603,1,3,1,180.469672,298.968874,A,C,D,B,A,A,A,A,A,A
2017,3,35,3556206,2,3,1,164.779964,270.634202,A,A,C,B,A,A,A,D,E,C
2017,3,35,3552205,2,3,1,217.380242,212.680398,A,A,D,A,A,B,B,D,E,B
2017,4,42,4216602,2,3,1,291.497674,300.136856,A,A,C,C,A,B,C,D,E,B
2017,1,15,1500909,2,3,1,208.867271,229.028904,B,C,C,A,C,A,C, ,D,A
2017,3,31,3169406,2,3,1,247.240514,179.977685,B, ,C,B,A,A,B,D,A,B
2017,4,43,4319901,2,2,1,214.450487,237.491505,B,A,C,B,A,B,A,A,A,B
2017,2,23,2304004,2,3,1,160.3812,122.219559,A,C,D,A,A,A,A,E,E,A
2017,3,35,3550308,1,3,1,194.304938,221.377132,B,B,D,C,A,A,A,D,A,C
2017,2,25,2507507,1,3,1,227.489929,253.738399,A,C,C,A,A,A,B,C,A,B
2017,3,33,3304557,1,3,1,114.401326,192.856954,A,B,D,E,A,A,B,D,D,A
2017,2,23,2307403,2,3,1,244.727596,264.101507,A,C,D,A,A,B,B,C,C,A
2017,3,33,3304557,1,3,1,244.979978,231.420704,A,A,D,B,A,A,C,A,B,C
2017,5,50,5007802,2,3,1,245.768695,226.419626,A,F,C,B,A,A,C,D,A,C
2017,2,25,2507507,1,3,1,207.488229,221.736855,B,B,C,A,A,A,A,B,A,A
2017,1,15,1504703,2,3,2,116.640926,180.219643,A,B,G, ,C, ,C,A,A,A
2017,2,23,2303709,2,3,1,150.955111,133.324303,B,B,D,A,A,B,A,A,A,C
2017,2,27,2701001,2,3,1,207.194361,238.138179,B,D,D,A,A,C,A,D,D,B
2017,3,33,3304557,1,3,1,236.139367,264.660374,A,A,D,C,A,A,A,A,B,B
2017,3,31,3133303,2,3,2,205.251659,188.276298,B,C, ,A, ,A,A,A,A,B
2017,3,35,3547304,2,3,1,205.789976,181.482586,B,C,C,A,A,A,B,A,D,B
2017,2,29,2910800,2,3,2,256.719382,220.173155,A,B,E,A,A,B,C,B,A,B
2017,2,29,2930501,2,3,2,174.915325,143.435448,A,B,D,A,B,B,A,A,E,A
2017,2,25,2516607,2,2,1,117.539444,156.169453,A,A, ,A,A,A,A,C,A,A
2017,2,29,2927408,1,3,1,224.18609,244.503924,A, ,D,C,A,A,C,D,A,A
2017,3,35,3534401,2,3,1,197.520132,249.28596,B,C,D,A,A,A,A,D,C,B
2017,4,43,4317509,2,2,1,189.06633,221.880331,A,C,C,B,A,A,B,A,D,C
2017,3,35,3550308,1,2,1,297.216089,313.347455,B,C,D,B,A,A,A,D,B,C
2017,2,29,2927408,1,3,1,129.807909,151.183019,A,A,D,B,B,B,A,E,A,C
2017,2,22,2203701,2,3,2,183.290948,187.088977,A,F,F,A,B,A,C,D,A,C
2017,3,35,3552205,2,3,1,229.381835,235.69071,A,B,D,B,A,A,B,D,A,A
2017,3,35,3547809,2,2,1,186.368023,176.344348,B,C,C,B,A,A,B,A,B,C
2017,3,33,3304557,1,3,1,174.023804,218.827045,B,F,D,A,A,B,C,E,A,B
2017,2,21,2102036,2,3,2,195.067044,179.657254,A,C,F,A,A,A,A,B,D,C
2017,2,25,2513703,2,2,1,148.801456,160.693155,A, , , ,A,B,B,B,A,B
2017,3,35,3525904,2,3,1,257.66787,315.466668,A,A,C,B,A,A,A,B,A,B
2017,3,32,3202108,2,3,1,321.640024,268.810771,A,C,C,B,A,B,B, ,C,C
2017,3,33,3306107,2,3,1,243.333899,288.053717,A,D,D,E,A,A,A,D,B,C
2017,1,13,1302603,1,3,1,270.880801,301.997903,A,A,C,B,A,A,A,A,A,C
2017,3,31,3113404,2,2,1,156.171461,188.489583,A,C, ,A,A,A,B,D,E,A
2017,3,33,3306305,2,3,1,176.250292,220.360674,A,C,E,B,A,A,A,C, ,A
2017,3,35,3531100,2,3,1,151.964917,124.095809,A,A,D,A,A,A,A,B,A,A
2017,5,52,5208608,2,3,2,252.841195,233.9206,B,B,C,B,A,B,A,B,E,A
2017,3,31,3146008,2,2,1,288.139017,331.825346,A,A,D,A,A,A,A, ,A,B
2017,4,43,4306106,2,2,1,297.216089,262.324019,B,A,D,A,A,B,C,A,A,C
2017,2,23,2304400,1,3,1,151.739145,213.962791,A,D,C,A,A,A, , ,A,A
2017,2,25,2503704,2,3,1,186.582997,175.145569,A,C, ,B,A,A,A,A,D,B
2017,3,35,3520509,2,3,1,279.875343,318.82926200000003,A,A,C,A,A,C,A,D,A,A
2017,4,43,4319208,2,2,2,168.234098,225.364994,A,A,D,B,A,B,C,A,A,C
2017,2,29,2932903,2,3,1,180.127322,213.207462,B,A,C,C,A,B,A,D,A,B
2017,5,51,5108402,2,3,1,151.539927,134.648001,A,C,D,A,A,B,A,A,D,B
2017,3,35,3550308,1,2,1,145.148711,123.743072,B, ,D,C,A,B,A,C,A,C
2017,3,31,3141504,2,3,2,272.722792,252.307108,B,C,C,A,A,A,B,D,B,B
2017,5,53,5300108,1,2,1,196.223013,239.840436,B,A,C,B,A,A,A,A,A,C
2017,3,35,3516309,2,3,1,198.572139,203.840523,B,C,C,B,A,A,A,B,B,B
2017,2,23,2303204,2,3,2,232.144217,184.270048,A,C,C,A,A,A,B,A,A,B
2017,3,35,3539301,2,3,1,203.787332,223.281048,B,C,D,A,A,C,B,B,A,B
2017,1,15,1502103,2,3,1,159.568903,123.741563,B,B,D,A,A,A,A,A,A,A
2017,3,31,3146503,2,3,1,191.943747,253.575808,A,C,D,A,A, ,A,A,E,B
2017,3,32,3203056,2,3,2,131.704994,118.303128,B,C,G,A,A,B,A,C,A,B
2017,3,31,3108602,2,2,1,284.478173,265.843224,A,C,C,B,A,A,A,D, ,B
2017,3,33,3302403,2,3,1,172.823815,261.541918,A,A,E,A,A,B,C,C,A,A
2017,3,35,3550308,1,3,1,219.978225,251.766573,A,A,C,A,A,A,A,A,A,A
2017,3,31,3166204,2,2,1,249.377806,250.982069,B,C,D,B,A,A,B,B,B,B
2017,4,41,4102307,2,3,1,201.807828,195.632846,A,C,E,B,A,B,C,B,A,A
2017,1,15,1504455,2,3,2,136.347657,184.532798,A,A,D,A,A,A,A,C,D,B
2017,1,15,1500701,2,3,2,153.002491,161.840568,B,B,G,A,A,A,C,A,A,A
2017,5,53,5300108,1,2,1,255.325355,259.365638,A,A,H,A,C,C,A,D,C,A
2017,5,51,5103403,1,3,1,209.63395,173.116622,A,F,D,A,C,C,B,A,A,A
2017,1,15,1501303,2,3,1,207.278929,227.878025,B,A,C,B,A,A,A,C,C,C
2017,2,23,2313401,2,3,1,105.694922,165.154648,A, ,C,A,A, ,A, ,B,A
2017,3,33,3304557,1,3,1,195.525917,256.585274,A,B,D,B,A,A,A,E,E,B
2017,1,13,1302603,1,3,1,217.031501,248.651079,B,C,C,D,B,B,A,E,D,B
2017,5,51,5102678,2,3,1,266.398019,221.540841,B,A,D,D,A,A,A,A,A,B
2017,4,42,4204202,2,2,1,230.98957,242.68815,A,A,C,B,A,A,B, ,C,B
2017,5,52,5221403,2,3,1,227.063617,223.893349,B, ,C,B,A,C,A,D,D,B
2017,2,23,2312403,2,3,1,270.637178,275.329325,A,C,C,A,A,B,B,D,A,B
2017,3,35,3518305,2,3,1,207.840441,236.856959,A,A,D,A,A,B,B,C,C,B
2017,1,15,1501402,1,1,1,321.640024,256.072295,A,E,D,A,A,A,A,B,C,B
2017,2,26,2611606,1,3,1,134.64731,171.589588,A,C,C,B,A,A,A,D,A,C
2017,5,51,5100300,2,3,1,202.114367,217.908566,A,A,C,B,A,A,A,B,A,B
2017,3,31,3145307,2,2,1,207.679733,235.246254,B,C,D,A,A,A,B,A,B,B
2017,5,53,5300108,1,2,1,275.66588,250.488483,A,E,D,A,A,B,A,E,A,B
2017,2,21,2111300,1,3,1,204.675107,243.427494,B,C,D,A,A,A,C,C,A,C
